office_name,places_found,places_count
Landeszentrale und Stelle für die Wiedergutmachung,stelle,1
Regierung Amberg (Würt.),amberg,1
Regierung Bamberg (Mrz.),bamberg,1
Regierung-Potsdam,potsdam,1
Kreissonderhilfsausschuss Hamm - Pumpe,hamm,1
Alden Bareits in Duisburg,duisburg,1
Grünwald,grünwald,1
Reg.-Präsident / Präsident des Wörth-Bezirks,wörth,1
Schwerin Bayerisches Landesamt für Verfolgte,schwerin,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Neusäß a.F. Würzburg,"neusäß, würzburg",2
"United Restitution Office, Frankfurt/M., Grunenburgerweg 119",frankfurt,1
KSHa Gifhorn,gifhorn,1
Kreissonderhilfssausschuss Melle,melle,1
Kreissozialamt Dannenberg,dannenberg,1
"United Restitution Office Frankfurt/Main, Grüneburgeweg 119",frankfurt,1
Kreissozialamt Landkreis Landshut,landshut,1
Regierungsamt Bamberg,bamberg,1
Duck-Greifswald-Salzgitter-Bergen/Kh.,"bergen, greifswald, salzgitter",3
Regierung Frankfurt (W.),frankfurt,1
Landkreis Höxter - Amt für Wiedergutmachung - Höxter/Weser,höxter,1
Regierung Ansbach (Stv. Mf.),ansbach,1
"Tannenberg, Willy",tannenberg,1
"United Restitution Organisation, Frankfurt/M, Grünburgweg 119",frankfurt,1
Regierungsbezirkamt für Wiedergutmachung und verwaltete Vermögen Netstädte a.d. Wutach,wutach,1
Regierungsamt Ansbach (Westf.),ansbach,1
Kreissozialamt der Stadt Warendorf-Schöppingen,"schöppingen, warendorf",2
Kreissonderhilfsschul Hameln-Pyrmont,hameln,1
Roggenstein,roggenstein,1
Grevenbroich,grevenbroich,1
Kreissonderhilfsausschuss Lüchow-Dannenberg,"dannenberg, lüchow",2
"United Restitution Office, Frankfurt/M., Grimburgweg 119",frankfurt,1
Kreissonderhilfsausschuss Bünde,bünde,1
Kreissonderhilfsausschuss Rottenburg/h.,rottenburg,1
Landesjustizv. Ludwigsburg,ludwigsburg,1
Regierungsamt Fürstenberg (MeF),fürstenberg,1
Regionalamt Fürstenberg (Meckl.),fürstenberg,1
Burgdorf/Leann,burgdorf,1
"United Restitution Organization, Frankfurt / Main, Grüneburgweg 119",frankfurt,1
Kreissozialhilfsschule Hameln,hameln,1
KSHA des Kreises Dinslaken in Dinslaken,dinslaken,1
"United Restitution Office - Frankfurt/Main, Gruneburgweg 119",frankfurt,1
Regierung Frankfurt (O.D.),frankfurt,1
Regierungsbezirksamt für Wiedergutmachung und verwesste Vermögen Nürnberg a. d. Weinstr.,nürnberg,1
"Krefeld, v.Beckerathstr.5",krefeld,1
Stadt-Heidelberg,heidelberg,1
Stadtscn. Dortmund,dortmund,1
Landes Nordhausen - Westfalen,nordhausen,1
Aegiernung Frankfurt (West),frankfurt,1
Bezirksamt für Wiedergutmachung Ansbach-Pfalz,ansbach,1
Regierung Preußberg (Wehr),wehr,1
Kreissonderhilfsausschuss der Stadt Würzburg,würzburg,1
Reg.-Präsident / Präsident des Verw.-Bezirks Stolberg,stolberg,1
Kreissonderhilfsausschuss Hamm - Pummersfeld,hamm,1
Regional Ansbach (Weiß),ansbach,1
Regionalverwaltungspräsidium in Dortmund,dortmund,1
Landkreisverwaltung -Amt für Wiedergutmachung- Höxter,höxter,1
Regierungsamt Fürth (MfV),fürth,1
Amtsgericht Aichach (Weltf.),aichach,1
Sachsenburg Bezirksamt für Wiedergutmachung,sachsenburg,1
"United Restitution Office, Frankfurt a.M.",frankfurt,1
Bayreuth Bezirksamt,bayreuth,1
Wuppertal,wuppertal,1
Regierung Amtsberg (West),amtsberg,1
Kreissonderhilfsausschuss d. Landkreises Blankenburg (Brit. Zone) Braunlage,"blankenburg, braunlage",2
Eros Lindau,lindau,1
Stadt Bochum,bochum,1
Sozialgericht Dortmund,dortmund,1
"Erfurt, Amtsgruppe IV",erfurt,1
Amt für Wiedergutmachung der Stadt Mülheim-Ruhr,mülheim,1
"Ausw. Amt, Bonn",bonn,1
"Staatsschutz, Sozialamt, LG. Würzburg",würzburg,1
"Regionalverwaltungsbehörde für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstraße",nürnberg,1
"Oberfinanzdirektion: Erfurt, Jäger Str. 37",erfurt,1
Kreisonderhilfsausschuss Winsen-Luhe,winsen,1
"Regierungsbezirkskommission für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstraße",nürnberg,1
Regierungsbezirk Würzburg für Wiedergutmachung und Verwaltung des Härtefonds,würzburg,1
Duck-Greifswald-Schulz-Blagan-Rh,greifswald,1
Regierung Arneberg (Welt.),welt,1
Der Regierungspräsident Kreis Grevenbroich,grevenbroich,1
KSHA Dannenberg,dannenberg,1
Amt für Wiedergutmachung - Essen,essen,1
Wuppertal-Mülheim,"mülheim, wuppertal",2
Regierungsbezirksamt für Wiedergutmachung und kontrollierte Vermögen Pirmasens,pirmasens,1
Regierung Frankfurt (Deff.),frankfurt,1
Regierung Ansbach (20-RM),ansbach,1
Regierung Ansbach (WcEP.),ansbach,1
Regierung Ansbach (Würzburg),"ansbach, würzburg",2
Kreissozialamt Wattenstedt-Salzgitter,salzgitter,1
Regierung Arnswalda (Weimar),weimar,1
AG Nürnberg,nürnberg,1
Kreissonderhilfsausschuss Einbeck,einbeck,1
Amtsgruppe Lindau,lindau,1
Altenkirchen/Westerwald,altenkirchen,1
Kreisonderschutzbehörde Gifhorn,gifhorn,1
Regierungsbezirks-Amt für Wiedergutmachung und Kontrolle der Vermögensverwaltung Bad Kreuznach,bad kreuznach,1
"United-Restitution-Office, Frankfurt/Main, Grueneburgweg 119",frankfurt,1
Kreissonderhilfsausschuss Rostock,rostock,1
"Regierungsbezirk für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstraße",nürnberg,1
"Pflegestelle für Verfolgtenversorgung und unentgeltliche Vermögensentschädigung, Neumarkt i.d. W.",neumarkt,1
Linnich Krs.Julich,linnich,1
Aegierung Aensberg (Welt.),welt,1
Kreissozialhilfsausschuss Landkreis Giflhaft Hoya,hoya,1
"Regierungsbezirk für Wiedergutmachung und verwaltete Vermögen, Neusäß, Deutschland",neusäß,1
Stadt des Verwaltungsbezirks Stadthagen,stadthagen,1
"David & Strunk, Frankfurt/Main, Gethestr. 9",frankfurt,1
DZA. Zehlendorf,zehlendorf,1
Regionalverwaltungsbehörde für Wiedergutmachung (und Verwaltung o.d. Weinsberg),weinsberg,1
Landesjustizverwaltung Ludwigsburg,ludwigsburg,1
Magistrat der Stadt Bremervörde,bremervörde,1
Munster (Wcfft.),munster,1
Amt für Wiedergutmachung des Landes Preußen-Plötz,plötz,1
Neuendettelsau a. d. Weinstraße,neuendettelsau,1
Kreissozialamt Witten,witten,1
Augsburg Tornagel (Betr.),augsburg,1
Regionalstelle für West und verwaltbare Verwaltungsbezirke Neusiedel a.d.Wald,wald,1
Doppelmeldung Amberg,amberg,1
Der Landesregierungspresident - Dez. für Wiedergutmachung - in Dortmund,dortmund,1
Kreissonderhilfsschüf Nordhorn,nordhorn,1
KSHA Plauen / Vogtl.,plauen,1
Bundesarchiv Ludwigsburg,ludwigsburg,1
"Bonn, Rheindorfstr. 116",bonn,1
Kreissonderhilsausschüβ Salzgitter,salzgitter,1
"United#Restitution Office, Frankfurt/Main, Grüneburgweg 119",frankfurt,1
Reichsentschädigungsbehörde für die im Deutschen Reich verfolgten Juden,reich,1
Regierungsamt Ansbach (Wehrm.),ansbach,1
Kreissozialhilfeauschuss Uelzen,uelzen,1
Kreissozialhilfsausschüß Cuxhaven,cuxhaven,1
Amt f. Wiedergutmachung Duisburg,duisburg,1
Kreissozialhilfsschulze Uelzen,uelzen,1
Kreisaußerhelfsausschüß Burgdorf,burgdorf,1
Stolpe,stolpe,1
Kreisonderhilfsausschuss Rottenburg/Hann.,rottenburg,1
KSHa Wuttenstedt-Salzgitter,salzgitter,1
Regionalverwaltungsbehörde für Wiedergutmachung und verwaltliche Vermögensangelegenheiten Meiningen,meiningen,1
"Regierungsbezirk für Wiedergutmachung und verwaltete Vermögensnachlässe, Nürnberg a.d. Weinstr.",nürnberg,1
Stadt Landshut,landshut,1
Bayerisches Staatsministerium (Würzburg),würzburg,1
Regierung Frankfurt (20. Off.),frankfurt,1
Regierungsbezirk für Wiedergutmachung und verwaltete Vermögensnachlässe in Nürnberg a. d. Weinstr.,nürnberg,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Neusäß a. d. Weinstr.,neusäß,1
"Wesel, Tickingstr.14",wesel,1
"Regierungsbezirksamt für Wiedergutmachung und Vermögensverwaltung, Nürnberg, Weinstr.",nürnberg,1
Regierung Rostock (Welt.),"rostock, welt",2
Ravensburg Bezirksamt,ravensburg,1
Dor Regierungspräsident - Dez. für Wiedergutmachung - in Dortmund,dortmund,1
Regierung Rüthen (Wf.),rüthen,1
Kreissonderhilfsausschub Winsen/Luhe,winsen,1
Kroisjogendamt Lindau,lindau,1
"BFD West, Würzburg 1-3",würzburg,1
Landesamt für Vermerk und Schutz,schutz,1
Regierung Bonn (BZK),bonn,1
"United Restitution Office, Frankfurt/All, Grüneburgweg 119",frankfurt,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltetes Vermögen, Nürnberg a.d. Weinstraße",nürnberg,1
Amt für Wiedergutmachung des Landes Rhein und Main in Frankfurt am Main,frankfurt,1
Hamerau Landpolizeiposten Bes. Insp. Kreis Laufen,laufen,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Neusäß und Weinsberg,"neusäß, weinsberg",2
Bayerisches Hilfswerk Außenstelle Augsburg,augsburg,1
Landesstelle Nordhausen - Westfalen,nordhausen,1
"United Restitution Office, Frankfurt/M., Grunburgweg 119",frankfurt,1
Regierungsamt Ansbach (Meßl.),ansbach,1
Amt für Wiedergutmachung der Stadt Bocholt,bocholt,1
"Landkreis Paderborn, Der Oberkreisdirektor, Amt für Wiedergutmachung, in Paderborn",paderborn,1
Der Regierungspräsident - Dezernat für Wiedergutmachung - in Betzdorf,betzdorf,1
Der Oberkreisdirektor A.f.W. in Herford,herford,1
Regierungs Jülich (Weltf.),jülich,1
KSHa Hamm,hamm,1
Landkreisverwaltung Höxter –Amt für Wiedergutmachung– Höxter,höxter,1
Regierungsbezirkamt für Wiedergutmachung und verwaltete Vermögen Nürnberg a. d. Weinstraße,nürnberg,1
Kreissozialhilfsausschub Verden,verden,1
Regierungsamt Ansbach (WehrL),ansbach,1
Kreisonderrhilfsausschuss Rottenburg/Hann.,rottenburg,1
Der Oberkreisdirektor -Amt f. Wiedergutmachung- in Herford,herford,1
Regierungsbezirk Arnsherg (Meßkirch),meßkirch,1
Der Regierungspräsident in Herford,herford,1
Oberfinanzdirektion: 99099 Erfurt,erfurt,1
Landkreisverwaltung Höxter -Amt für Wiedergutmachung- Höxter,höxter,1
Kreissonderhilfssausschuss der Stadt Watenstedt-Salzgitter,salzgitter,1
Regionalverwaltungsgericht für Wiedergutmachung und verwaltete Vermögen Mannheim,mannheim,1
Regierung Rheinberg (Wlf.),rheinberg,1
Oberkreisdirektor Amtsberg,amtsberg,1
Kreissozialhilfsausschub Fallingbostel,fallingbostel,1
Regierung Pirmasens (Württ.),pirmasens,1
Kreissonderhilfsausschuss Harburg,harburg,1
Regierung Arnstberg (Welt.),welt,1
Regierung Ansbach (WehrL),ansbach,1
Regierungsbezirksamt für Wiedergutmachung und verw. Stelle Vermögen Neusiedl ad Weinstr.,stelle,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Nürnberg a. d. W.,nürnberg,1
Agriculture Rosenberg (Wehrm.),rosenberg,1
Regierung Ansbach (WAF),ansbach,1
An Bunde[r]kartei,bunde,1
Regierungsbezirk Fürth,fürth,1
"United Restitution Office Frankfurt/M., Grünburgweg 119",frankfurt,1
Justizverwaltung Ludwigsburg,ludwigsburg,1
Landes Nordheim-Westfalen,nordheim,1
Kreisonderhilfsausschuss Landkreis Grafschaft Goya Syke,"grafschaft, syke",2
Kreisonderhelfsausschuss Nordhorn,nordhorn,1
